timestamp,yaw,pitch,roll
1711208781,46.000000,-1807.000000,1398.000000,96.000000,-4.000000,107.000000
1711208781,0.010000,-0.060000,0.550000
1711208781,0.010000,-0.060000,0.550000
1711208781,0.010000,-0.060000,0.530000
1711208781,0.010000,-0.060000,0.530000
1711208781,0.010000,-0.060000,0.520000
1711208781,0.020000,-0.060000,0.510000
1711208781,0.020000,-0.060000,0.500000
1711208781,0.020000,-0.060000,0.490000
1711208781,0.030000,-0.060000,0.480000
1711208781,0.030000,-0.060000,0.480000
1711208781,0.030000,-0.060000,0.460000
1711208781,0.040000,-0.060000,0.460000
1711208781,0.040000,-0.060000,0.450000
1711208781,0.040000,-0.060000,0.440000
1711208781,0.040000,-0.060000,0.430000
1711208781,0.040000,-0.060000,0.420000
1711208781,0.040000,-0.060000,0.410000
1711208781,0.040000,-0.060000,0.410000
1711208781,0.050000,-0.060000,0.400000
1711208781,0.050000,-0.060000,0.390000
1711208781,0.050000,-0.060000,0.380000
1711208781,0.050000,-0.060000,0.380000
1711208781,0.050000,-0.050000,0.360000
1711208781,0.060000,-0.050000,0.360000
1711208781,0.060000,-0.050000,0.350000
1711208781,0.060000,-0.050000,0.340000
1711208781,0.060000,-0.050000,0.340000
1711208781,0.060000,-0.050000,0.330000
1711208781,0.060000,-0.050000,0.320000
1711208781,0.060000,-0.050000,0.310000
1711208781,0.070000,-0.050000,0.310000
1711208781,0.070000,-0.040000,0.300000
1711208781,0.070000,-0.040000,0.290000
1711208781,0.080000,-0.040000,0.290000
1711208781,0.080000,-0.040000,0.280000
1711208781,0.080000,-0.040000,0.270000
1711208781,0.080000,-0.040000,0.270000
1711208781,0.080000,-0.040000,0.260000
1711208782,0.080000,-0.040000,0.250000
1711208782,0.080000,-0.040000,0.240000
1711208782,0.090000,-0.040000,0.240000
1711208782,0.090000,-0.040000,0.230000
1711208782,0.090000,-0.040000,0.230000
1711208782,0.090000,-0.040000,0.220000
1711208782,0.100000,-0.030000,0.210000
1711208782,0.100000,-0.030000,0.200000
1711208782,0.100000,-0.030000,0.200000
1711208782,0.100000,-0.030000,0.200000
1711208782,0.100000,-0.030000,0.190000
1711208782,0.100000,-0.040000,0.180000
1711208782,0.110000,-0.030000,0.180000
1711208782,0.110000,-0.030000,0.170000
1711208782,0.110000,-0.040000,0.170000
1711208782,0.110000,-0.030000,0.160000
1711208782,0.120000,-0.030000,0.160000
